Time,root.energy.d0.Press_mm_hg(DOUBLE)
2016-01-12T09:50:00+08:00,742.716666666667
2016-01-12T10:00:00+08:00,742.7999999999998
2016-01-12T10:10:00+08:00,742.8833333333331
2016-01-12T10:20:00+08:00,742.966666666667
2016-01-12T10:30:00+08:00,743.0499999999998
2016-01-12T10:40:00+08:00,743.1333333333331
2016-01-12T10:50:00+08:00,743.216666666667
2016-01-12T11:00:00+08:00,743.2999999999998
2016-01-12T11:10:00+08:00,743.3333333333329
2016-01-12T11:20:00+08:00,743.366666666667
2016-01-12T11:30:00+08:00,743.4
2016-01-12T11:40:00+08:00,743.4333333333329
2016-01-12T11:50:00+08:00,743.466666666667
2016-01-12T12:00:00+08:00,743.5
2016-01-12T12:10:00+08:00,743.5
2016-01-12T12:20:00+08:00,743.5
2016-01-12T12:30:00+08:00,743.5
2016-01-12T12:40:00+08:00,743.5
2016-01-12T12:50:00+08:00,743.5
2016-01-12T13:00:00+08:00,743.5
2016-01-12T13:10:00+08:00,743.5
2016-01-12T13:20:00+08:00,743.5
2016-01-12T13:30:00+08:00,743.5
2016-01-12T13:40:00+08:00,743.5
2016-01-12T13:50:00+08:00,743.5
2016-01-12T14:00:00+08:00,743.5
2016-01-12T14:10:00+08:00,743.5499999999998
2016-01-12T14:20:00+08:00,743.6
2016-01-12T14:30:00+08:00,743.65
2016-01-12T14:40:00+08:00,743.7
2016-01-12T14:50:00+08:00,743.75
2016-01-12T15:00:00+08:00,743.7999999999998
2016-01-12T15:10:00+08:00,743.8166666666668
2016-01-12T15:20:00+08:00,743.8333333333329
2016-01-12T15:30:00+08:00,743.85
2016-01-12T15:40:00+08:00,743.866666666667
2016-01-12T15:50:00+08:00,743.8833333333331
2016-01-12T16:00:00+08:00,743.9
2016-01-12T16:10:00+08:00,743.95
2016-01-12T16:20:00+08:00,744.0
2016-01-12T16:30:00+08:00,744.0499999999998
2016-01-12T16:40:00+08:00,744.1
2016-01-12T16:50:00+08:00,744.15
2016-01-12T17:00:00+08:00,744.2
2016-01-12T17:10:00+08:00,744.283333333333
2016-01-12T17:20:00+08:00,744.366666666667
2016-01-12T17:30:00+08:00,744.45
2016-01-12T17:40:00+08:00,744.533333333333
2016-01-12T17:50:00+08:00,744.616666666667
2016-01-12T18:00:00+08:00,744.7
2016-01-12T18:10:00+08:00,744.75
2016-01-12T18:20:00+08:00,744.7999999999998
2016-01-12T18:30:00+08:00,744.85
2016-01-12T18:40:00+08:00,744.9
2016-01-12T18:50:00+08:00,744.95
2016-01-12T19:00:00+08:00,745.0
2016-01-12T19:10:00+08:00,745.033333333333
2016-01-12T19:20:00+08:00,745.0666666666668
2016-01-12T19:30:00+08:00,745.1
2016-01-12T19:40:00+08:00,745.1333333333331
2016-01-12T19:50:00+08:00,745.1666666666669
2016-01-12T20:00:00+08:00,745.2
2016-01-12T20:10:00+08:00,745.3166666666668
2016-01-12T20:20:00+08:00,745.4333333333329
2016-01-12T20:30:00+08:00,745.5499999999998
2016-01-12T20:40:00+08:00,745.6666666666669
2016-01-12T20:50:00+08:00,745.783333333333
2016-01-12T21:00:00+08:00,745.9
2016-01-12T21:10:00+08:00,745.95
2016-01-12T21:20:00+08:00,746.0
2016-01-12T21:30:00+08:00,746.0499999999998
2016-01-12T21:40:00+08:00,746.1
2016-01-12T21:50:00+08:00,746.15
2016-01-12T22:00:00+08:00,746.2
2016-01-12T22:10:00+08:00,746.266666666667
2016-01-12T22:20:00+08:00,746.3333333333329
2016-01-12T22:30:00+08:00,746.4
2016-01-12T22:40:00+08:00,746.466666666667
2016-01-12T22:50:00+08:00,746.533333333333
2016-01-12T23:00:00+08:00,746.6
2016-01-12T23:10:00+08:00,746.733333333333
2016-01-12T23:20:00+08:00,746.866666666667
2016-01-12T23:30:00+08:00,747.0
2016-01-12T23:40:00+08:00,747.1333333333331
2016-01-12T23:50:00+08:00,747.266666666667
2016-01-13T00:00:00+08:00,747.4
2016-01-13T00:10:00+08:00,747.533333333333
2016-01-13T00:20:00+08:00,747.6666666666669
2016-01-13T00:30:00+08:00,747.7999999999998
2016-01-13T00:40:00+08:00,747.9333333333329
2016-01-13T00:50:00+08:00,748.0666666666668
2016-01-13T01:00:00+08:00,748.2
2016-01-13T01:10:00+08:00,748.3166666666668
2016-01-13T01:20:00+08:00,748.4333333333329
2016-01-13T01:30:00+08:00,748.5499999999998
2016-01-13T01:40:00+08:00,748.6666666666669
2016-01-13T01:50:00+08:00,748.783333333333
2016-01-13T02:00:00+08:00,748.9
2016-01-13T02:10:00+08:00,749.0833333333329
2016-01-13T02:20:00+08:00,749.266666666667
2016-01-13T02:30:00+08:00,749.45
2016-01-13T02:40:00+08:00,749.6333333333331
2016-01-13T02:50:00+08:00,749.8166666666668
2016-01-13T03:00:00+08:00,750.0
2016-01-13T03:10:00+08:00,750.2
2016-01-13T03:20:00+08:00,750.4
2016-01-13T03:30:00+08:00,750.6
2016-01-13T03:40:00+08:00,750.7999999999998
2016-01-13T03:50:00+08:00,751.0
2016-01-13T04:00:00+08:00,751.2
2016-01-13T04:10:00+08:00,751.3166666666668
2016-01-13T04:20:00+08:00,751.4333333333329
2016-01-13T04:30:00+08:00,751.5499999999998
2016-01-13T04:40:00+08:00,751.6666666666669
2016-01-13T04:50:00+08:00,751.783333333333
2016-01-13T05:00:00+08:00,751.9
2016-01-13T05:10:00+08:00,752.0499999999998
2016-01-13T05:20:00+08:00,752.2
2016-01-13T05:30:00+08:00,752.35
2016-01-13T05:40:00+08:00,752.5
2016-01-13T05:50:00+08:00,752.65
2016-01-13T06:00:00+08:00,752.7999999999998
2016-01-13T06:10:00+08:00,752.983333333333
2016-01-13T06:20:00+08:00,753.1666666666669
2016-01-13T06:30:00+08:00,753.35
2016-01-13T06:40:00+08:00,753.533333333333
2016-01-13T06:50:00+08:00,753.716666666667
2016-01-13T07:00:00+08:00,753.9
2016-01-13T07:10:00+08:00,753.966666666667
2016-01-13T07:20:00+08:00,754.033333333333
2016-01-13T07:30:00+08:00,754.1
2016-01-13T07:40:00+08:00,754.1666666666669
2016-01-13T07:50:00+08:00,754.233333333333
2016-01-13T08:00:00+08:00,754.2999999999998
2016-01-13T08:10:00+08:00,754.45
2016-01-13T08:20:00+08:00,754.6
2016-01-13T08:30:00+08:00,754.75
2016-01-13T08:40:00+08:00,754.9
2016-01-13T08:50:00+08:00,755.0499999999998
2016-01-13T09:00:00+08:00,755.2
2016-01-13T09:10:00+08:00,755.3166666666668
2016-01-13T09:20:00+08:00,755.4333333333329
2016-01-13T09:30:00+08:00,755.5499999999998
2016-01-13T09:40:00+08:00,755.6666666666669
2016-01-13T09:50:00+08:00,755.783333333333
2016-01-13T10:00:00+08:00,755.9
2016-01-13T10:10:00+08:00,756.033333333333
2016-01-13T10:20:00+08:00,756.1666666666669
2016-01-13T10:30:00+08:00,756.2999999999998
2016-01-13T10:40:00+08:00,756.4333333333329
2016-01-13T10:50:00+08:00,756.5666666666668
2016-01-13T11:00:00+08:00,756.7
2016-01-13T11:10:00+08:00,756.783333333333
2016-01-13T11:20:00+08:00,756.866666666667
2016-01-13T11:30:00+08:00,756.95
2016-01-13T11:40:00+08:00,757.033333333333
2016-01-13T11:50:00+08:00,757.116666666667
2016-01-13T12:00:00+08:00,757.2
2016-01-13T12:10:00+08:00,757.283333333333
2016-01-13T12:20:00+08:00,757.366666666667
2016-01-13T12:30:00+08:00,757.45
2016-01-13T12:40:00+08:00,757.533333333333
2016-01-13T12:50:00+08:00,757.616666666667
2016-01-13T13:00:00+08:00,757.7
2016-01-13T13:10:00+08:00,757.6833333333329
2016-01-13T13:20:00+08:00,757.6666666666669
2016-01-13T13:30:00+08:00,757.65
2016-01-13T13:40:00+08:00,757.6333333333331
2016-01-13T13:50:00+08:00,757.616666666667
2016-01-13T14:00:00+08:00,757.6
2016-01-13T14:10:00+08:00,757.5499999999998
2016-01-13T14:20:00+08:00,757.5
2016-01-13T14:30:00+08:00,757.45
2016-01-13T14:40:00+08:00,757.4
2016-01-13T14:50:00+08:00,757.35
2016-01-13T15:00:00+08:00,757.2999999999998
2016-01-13T15:10:00+08:00,757.3166666666668
2016-01-13T15:20:00+08:00,757.3333333333329
2016-01-13T15:30:00+08:00,757.35
2016-01-13T15:40:00+08:00,757.366666666667
2016-01-13T15:50:00+08:00,757.3833333333331
2016-01-13T16:00:00+08:00,757.4
2016-01-13T16:10:00+08:00,757.3833333333331
2016-01-13T16:20:00+08:00,757.366666666667
2016-01-13T16:30:00+08:00,757.35
2016-01-13T16:40:00+08:00,757.3333333333329
2016-01-13T16:50:00+08:00,757.3166666666668
2016-01-13T17:00:00+08:00,757.2999999999998
2016-01-13T17:10:00+08:00,757.2999999999998
2016-01-13T17:20:00+08:00,757.2999999999998
2016-01-13T17:30:00+08:00,757.2999999999998
2016-01-13T17:40:00+08:00,757.2999999999998
2016-01-13T17:50:00+08:00,757.2999999999998
2016-01-13T18:00:00+08:00,757.2999999999998
2016-01-13T18:10:00+08:00,757.2999999999998
2016-01-13T18:20:00+08:00,757.2999999999998
2016-01-13T18:30:00+08:00,757.2999999999998
2016-01-13T18:40:00+08:00,757.2999999999998
2016-01-13T18:50:00+08:00,757.2999999999998
2016-01-13T19:00:00+08:00,757.2999999999998
2016-01-13T19:10:00+08:00,757.233333333333
2016-01-13T19:20:00+08:00,757.1666666666669
2016-01-13T19:30:00+08:00,757.1
2016-01-13T19:40:00+08:00,757.033333333333
2016-01-13T19:50:00+08:00,756.966666666667
2016-01-13T20:00:00+08:00,756.9
2016-01-13T20:10:00+08:00,756.9
2016-01-13T20:20:00+08:00,756.9
2016-01-13T20:30:00+08:00,756.9
2016-01-13T20:40:00+08:00,756.9
2016-01-13T20:50:00+08:00,756.9
2016-01-13T21:00:00+08:00,756.9
2016-01-13T21:10:00+08:00,756.8166666666668
2016-01-13T21:20:00+08:00,756.733333333333
2016-01-13T21:30:00+08:00,756.65
2016-01-13T21:40:00+08:00,756.5666666666668
2016-01-13T21:50:00+08:00,756.483333333333
2016-01-13T22:00:00+08:00,756.4
2016-01-13T22:10:00+08:00,756.3166666666668
2016-01-13T22:20:00+08:00,756.233333333333
2016-01-13T22:30:00+08:00,756.15
2016-01-13T22:40:00+08:00,756.0666666666668
2016-01-13T22:50:00+08:00,755.983333333333
2016-01-13T23:00:00+08:00,755.9
2016-01-13T23:10:00+08:00,755.8333333333329
2016-01-13T23:20:00+08:00,755.766666666667
2016-01-13T23:30:00+08:00,755.7
2016-01-13T23:40:00+08:00,755.6333333333331
2016-01-13T23:50:00+08:00,755.5666666666668
2016-01-14T00:00:00+08:00,755.5
2016-01-14T00:10:00+08:00,755.366666666667
2016-01-14T00:20:00+08:00,755.233333333333
2016-01-14T00:30:00+08:00,755.1
2016-01-14T00:40:00+08:00,754.966666666667
2016-01-14T00:50:00+08:00,754.8333333333329
2016-01-14T01:00:00+08:00,754.7
2016-01-14T01:10:00+08:00,754.5666666666668
2016-01-14T01:20:00+08:00,754.4333333333329
2016-01-14T01:30:00+08:00,754.2999999999998
2016-01-14T01:40:00+08:00,754.1666666666669
2016-01-14T01:50:00+08:00,754.033333333333
2016-01-14T02:00:00+08:00,753.9
2016-01-14T02:10:00+08:00,753.733333333333
2016-01-14T02:20:00+08:00,753.5666666666668
2016-01-14T02:30:00+08:00,753.4
2016-01-14T02:40:00+08:00,753.233333333333
2016-01-14T02:50:00+08:00,753.0666666666668
2016-01-14T03:00:00+08:00,752.9
2016-01-14T03:10:00+08:00,752.766666666667
2016-01-14T03:20:00+08:00,752.6333333333331
2016-01-14T03:30:00+08:00,752.5
2016-01-14T03:40:00+08:00,752.366666666667
2016-01-14T03:50:00+08:00,752.233333333333
2016-01-14T04:00:00+08:00,752.1
2016-01-14T04:10:00+08:00,751.9166666666669
2016-01-14T04:20:00+08:00,751.733333333333
2016-01-14T04:30:00+08:00,751.5499999999998
2016-01-14T04:40:00+08:00,751.366666666667
2016-01-14T04:50:00+08:00,751.1833333333329
2016-01-14T05:00:00+08:00,751.0
2016-01-14T05:10:00+08:00,750.866666666667
2016-01-14T05:20:00+08:00,750.733333333333
2016-01-14T05:30:00+08:00,750.6
2016-01-14T05:40:00+08:00,750.466666666667
2016-01-14T05:50:00+08:00,750.3333333333329
2016-01-14T06:00:00+08:00,750.2
2016-01-14T06:10:00+08:00,750.0833333333329
2016-01-14T06:20:00+08:00,749.966666666667
2016-01-14T06:30:00+08:00,749.85
2016-01-14T06:40:00+08:00,749.733333333333
2016-01-14T06:50:00+08:00,749.616666666667
2016-01-14T07:00:00+08:00,749.5
2016-01-14T07:10:00+08:00,749.4
2016-01-14T07:20:00+08:00,749.2999999999998
2016-01-14T07:30:00+08:00,749.2
2016-01-14T07:40:00+08:00,749.1
2016-01-14T07:50:00+08:00,749.0
2016-01-14T08:00:00+08:00,748.9
2016-01-14T08:10:00+08:00,749.0
2016-01-14T08:20:00+08:00,749.1
2016-01-14T08:30:00+08:00,749.2
2016-01-14T08:40:00+08:00,749.2999999999998
2016-01-14T08:50:00+08:00,749.4
2016-01-14T09:00:00+08:00,749.5
2016-01-14T09:10:00+08:00,749.366666666667
2016-01-14T09:20:00+08:00,749.233333333333
2016-01-14T09:30:00+08:00,749.1
2016-01-14T09:40:00+08:00,748.966666666667
2016-01-14T09:50:00+08:00,748.8333333333329
2016-01-14T10:00:00+08:00,748.7
2016-01-14T10:10:00+08:00,748.733333333333
2016-01-14T10:20:00+08:00,748.766666666667
2016-01-14T10:30:00+08:00,748.7999999999998
2016-01-14T10:40:00+08:00,748.8333333333329
2016-01-14T10:50:00+08:00,748.866666666667
2016-01-14T11:00:00+08:00,748.9
2016-01-14T11:10:00+08:00,748.85
2016-01-14T11:20:00+08:00,748.7999999999998
2016-01-14T11:30:00+08:00,748.75
2016-01-14T11:40:00+08:00,748.7
2016-01-14T11:50:00+08:00,748.65
2016-01-14T12:00:00+08:00,748.6
2016-01-14T12:10:00+08:00,748.5499999999998
2016-01-14T12:20:00+08:00,748.5
2016-01-14T12:30:00+08:00,748.45
2016-01-14T12:40:00+08:00,748.4
2016-01-14T12:50:00+08:00,748.35
2016-01-14T13:00:00+08:00,748.2999999999998
2016-01-14T13:10:00+08:00,748.216666666667
2016-01-14T13:20:00+08:00,748.1333333333331
2016-01-14T13:30:00+08:00,748.0499999999998
2016-01-14T13:40:00+08:00,747.966666666667
2016-01-14T13:50:00+08:00,747.8833333333331
2016-01-14T14:00:00+08:00,747.7999999999998
2016-01-14T14:10:00+08:00,747.733333333333
2016-01-14T14:20:00+08:00,747.6666666666669
2016-01-14T14:30:00+08:00,747.6
2016-01-14T14:40:00+08:00,747.533333333333
2016-01-14T14:50:00+08:00,747.466666666667
2016-01-14T15:00:00+08:00,747.4
2016-01-14T15:10:00+08:00,747.4333333333329
2016-01-14T15:20:00+08:00,747.466666666667
2016-01-14T15:30:00+08:00,747.5
2016-01-14T15:40:00+08:00,747.533333333333
2016-01-14T15:50:00+08:00,747.5666666666668
2016-01-14T16:00:00+08:00,747.6
2016-01-14T16:10:00+08:00,747.65
2016-01-14T16:20:00+08:00,747.7
2016-01-14T16:30:00+08:00,747.75
2016-01-14T16:40:00+08:00,747.7999999999998
2016-01-14T16:50:00+08:00,747.85
2016-01-14T17:00:00+08:00,747.9
2016-01-14T17:10:00+08:00,747.9333333333329
2016-01-14T17:20:00+08:00,747.966666666667
2016-01-14T17:30:00+08:00,748.0
2016-01-14T17:40:00+08:00,748.033333333333
2016-01-14T17:50:00+08:00,748.0666666666668
2016-01-14T18:00:00+08:00,748.1
2016-01-14T18:10:00+08:00,748.1666666666669
2016-01-14T18:20:00+08:00,748.233333333333
2016-01-14T18:30:00+08:00,748.2999999999998
2016-01-14T18:40:00+08:00,748.366666666667
2016-01-14T18:50:00+08:00,748.4333333333329
2016-01-14T19:00:00+08:00,748.5
2016-01-14T19:10:00+08:00,748.5499999999998
2016-01-14T19:20:00+08:00,748.6
2016-01-14T19:30:00+08:00,748.65
2016-01-14T19:40:00+08:00,748.7
2016-01-14T19:50:00+08:00,748.75
2016-01-14T20:00:00+08:00,748.7999999999998
2016-01-14T20:10:00+08:00,748.85
2016-01-14T20:20:00+08:00,748.9
2016-01-14T20:30:00+08:00,748.95
2016-01-14T20:40:00+08:00,749.0
2016-01-14T20:50:00+08:00,749.0499999999998
2016-01-14T21:00:00+08:00,749.1
2016-01-14T21:10:00+08:00,749.1666666666669
2016-01-14T21:20:00+08:00,749.233333333333
2016-01-14T21:30:00+08:00,749.2999999999998
2016-01-14T21:40:00+08:00,749.366666666667
2016-01-14T21:50:00+08:00,749.4333333333329
2016-01-14T22:00:00+08:00,749.5
2016-01-14T22:10:00+08:00,749.516666666667
2016-01-14T22:20:00+08:00,749.533333333333
2016-01-14T22:30:00+08:00,749.5499999999998
2016-01-14T22:40:00+08:00,749.5666666666668
2016-01-14T22:50:00+08:00,749.5833333333329
2016-01-14T23:00:00+08:00,749.6
2016-01-14T23:10:00+08:00,749.5499999999998
2016-01-14T23:20:00+08:00,749.5
2016-01-14T23:30:00+08:00,749.45
2016-01-14T23:40:00+08:00,749.4
2016-01-14T23:50:00+08:00,749.35
2016-01-15T00:00:00+08:00,749.2999999999998
2016-01-15T00:10:00+08:00,749.283333333333
2016-01-15T00:20:00+08:00,749.266666666667
2016-01-15T00:30:00+08:00,749.25
2016-01-15T00:40:00+08:00,749.233333333333
2016-01-15T00:50:00+08:00,749.216666666667
2016-01-15T01:00:00+08:00,749.2
2016-01-15T01:10:00+08:00,749.233333333333
2016-01-15T01:20:00+08:00,749.266666666667
2016-01-15T01:30:00+08:00,749.2999999999998
2016-01-15T01:40:00+08:00,749.3333333333329
2016-01-15T01:50:00+08:00,749.366666666667
2016-01-15T02:00:00+08:00,749.4
2016-01-15T02:10:00+08:00,749.516666666667
2016-01-15T02:20:00+08:00,749.6333333333331
2016-01-15T02:30:00+08:00,749.75
2016-01-15T02:40:00+08:00,749.866666666667
2016-01-15T02:50:00+08:00,749.983333333333
2016-01-15T03:00:00+08:00,750.1
2016-01-15T03:10:00+08:00,750.216666666667
2016-01-15T03:20:00+08:00,750.3333333333329
2016-01-15T03:30:00+08:00,750.45
2016-01-15T03:40:00+08:00,750.5666666666668
2016-01-15T03:50:00+08:00,750.6833333333329
2016-01-15T04:00:00+08:00,750.7999999999998
2016-01-15T04:10:00+08:00,750.8833333333331
2016-01-15T04:20:00+08:00,750.966666666667
2016-01-15T04:30:00+08:00,751.0499999999998
2016-01-15T04:40:00+08:00,751.1333333333331
2016-01-15T04:50:00+08:00,751.216666666667
2016-01-15T05:00:00+08:00,751.2999999999998
2016-01-15T05:10:00+08:00,751.3833333333331
2016-01-15T05:20:00+08:00,751.466666666667
2016-01-15T05:30:00+08:00,751.5499999999998
2016-01-15T05:40:00+08:00,751.6333333333331
2016-01-15T05:50:00+08:00,751.716666666667
2016-01-15T06:00:00+08:00,751.7999999999998
2016-01-15T06:10:00+08:00,751.8833333333331
2016-01-15T06:20:00+08:00,751.966666666667
2016-01-15T06:30:00+08:00,752.0499999999998
2016-01-15T06:40:00+08:00,752.1333333333331
2016-01-15T06:50:00+08:00,752.216666666667
2016-01-15T07:00:00+08:00,752.2999999999998
2016-01-15T07:10:00+08:00,752.3833333333331
2016-01-15T07:20:00+08:00,752.466666666667
2016-01-15T07:30:00+08:00,752.5499999999998
2016-01-15T07:40:00+08:00,752.6333333333331
2016-01-15T07:50:00+08:00,752.716666666667
2016-01-15T08:00:00+08:00,752.7999999999998
2016-01-15T08:10:00+08:00,752.866666666667
2016-01-15T08:20:00+08:00,752.9333333333329
2016-01-15T08:30:00+08:00,753.0
2016-01-15T08:40:00+08:00,753.0666666666668
2016-01-15T08:50:00+08:00,753.1333333333331
2016-01-15T09:00:00+08:00,753.2
2016-01-15T09:10:00+08:00,753.283333333333
2016-01-15T09:20:00+08:00,753.366666666667
2016-01-15T09:30:00+08:00,753.45
2016-01-15T09:40:00+08:00,753.533333333333
2016-01-15T09:50:00+08:00,753.616666666667
2016-01-15T10:00:00+08:00,753.7
2016-01-15T10:10:00+08:00,753.7999999999998
2016-01-15T10:20:00+08:00,753.9
2016-01-15T10:30:00+08:00,754.0
2016-01-15T10:40:00+08:00,754.1
2016-01-15T10:50:00+08:00,754.2
2016-01-15T11:00:00+08:00,754.2999999999998
2016-01-15T11:10:00+08:00,754.366666666667
2016-01-15T11:20:00+08:00,754.4333333333329
2016-01-15T11:30:00+08:00,754.5
2016-01-15T11:40:00+08:00,754.5666666666668
2016-01-15T11:50:00+08:00,754.6333333333331
2016-01-15T12:00:00+08:00,754.7
2016-01-15T12:10:00+08:00,754.75
2016-01-15T12:20:00+08:00,754.7999999999998
2016-01-15T12:30:00+08:00,754.85
2016-01-15T12:40:00+08:00,754.9
2016-01-15T12:50:00+08:00,754.95
2016-01-15T13:00:00+08:00,755.0
2016-01-15T13:10:00+08:00,755.0
2016-01-15T13:20:00+08:00,755.0
2016-01-15T13:30:00+08:00,755.0
2016-01-15T13:40:00+08:00,755.0
2016-01-15T13:50:00+08:00,755.0
2016-01-15T14:00:00+08:00,755.0
2016-01-15T14:10:00+08:00,755.0499999999998
2016-01-15T14:20:00+08:00,755.1
2016-01-15T14:30:00+08:00,755.15
2016-01-15T14:40:00+08:00,755.2
2016-01-15T14:50:00+08:00,755.25
2016-01-15T15:00:00+08:00,755.2999999999998
2016-01-15T15:10:00+08:00,755.45
2016-01-15T15:20:00+08:00,755.6
2016-01-15T15:30:00+08:00,755.75
2016-01-15T15:40:00+08:00,755.9
2016-01-15T15:50:00+08:00,756.0499999999998
2016-01-15T16:00:00+08:00,756.2
2016-01-15T16:10:00+08:00,756.266666666667
2016-01-15T16:20:00+08:00,756.3333333333329
2016-01-15T16:30:00+08:00,756.4
2016-01-15T16:40:00+08:00,756.466666666667
2016-01-15T16:50:00+08:00,756.533333333333
2016-01-15T17:00:00+08:00,756.6
2016-01-15T17:10:00+08:00,756.716666666667
2016-01-15T17:20:00+08:00,756.8333333333329
2016-01-15T17:30:00+08:00,756.95
2016-01-15T17:40:00+08:00,757.0666666666668
2016-01-15T17:50:00+08:00,757.1833333333329
2016-01-15T18:00:00+08:00,757.2999999999998
2016-01-15T18:10:00+08:00,757.4166666666669
2016-01-15T18:20:00+08:00,757.533333333333
2016-01-15T18:30:00+08:00,757.65
2016-01-15T18:40:00+08:00,757.766666666667
2016-01-15T18:50:00+08:00,757.8833333333331
2016-01-15T19:00:00+08:00,758.0
2016-01-15T19:10:00+08:00,758.1333333333331
2016-01-15T19:20:00+08:00,758.266666666667
2016-01-15T19:30:00+08:00,758.4
2016-01-15T19:40:00+08:00,758.533333333333
2016-01-15T19:50:00+08:00,758.6666666666669
2016-01-15T20:00:00+08:00,758.7999999999998
2016-01-15T20:10:00+08:00,758.8833333333331
2016-01-15T20:20:00+08:00,758.966666666667
2016-01-15T20:30:00+08:00,759.0499999999998
2016-01-15T20:40:00+08:00,759.1333333333331
2016-01-15T20:50:00+08:00,759.216666666667
2016-01-15T21:00:00+08:00,759.2999999999998
